day,time,house1,house2
123,SMAPV3017,0.369,0.625
123,SMAPV3018,0.319,0.613
123,SMAPV3019,0.275,0.65
123,SMAPV3020,0.256,0.6
123,SMAPV3021,0.113,0.638
123,SMAPV3022,0.113,0.619
123,SMAPV3023,0.081,0.081
123,SMAPV3024,0.113,0.169
123,SMAPV3025,0.181,0.075
123,SMAPV3026,0.256,0.081
123,SMAPV3027,0.238,0.325
123,SMAPV3028,0.1,0.106
123,SMAPV3029,0.125,0.119
123,SMAPV3030,0.15,0.131
123,SMAPV3031,0.1,0.631
123,SMAPV3032,0.2,0.638
123,SMAPV3033,0.256,0.656
123,SMAPV3034,0.169,0.644
123,SMAPV3035,0.313,0.619
123,SMAPV3036,0.431,0.813
123,SMAPV3037,0.4,0.644
123,SMAPV3038,0.406,0.525
123,SMAPV3039,0.356,0.563
123,SMAPV3040,0.294,0.85
123,SMAPV3041,0.231,0.631
123,SMAPV3042,0.144,0.656
123,SMAPV3043,0.131,0.613
123,SMAPV3044,0.106,0.869
123,SMAPV3045,0.138,0.975
123,SMAPV3046,0.1,0.681
123,SMAPV3047,0.131,0.5
123,SMAPV3048,0.075,0.119
124,SMAPV3001,0.144,0.138
124,SMAPV3002,0.081,0.113
124,SMAPV3003,0.119,0.113
124,SMAPV3004,0.088,0.113
124,SMAPV3005,0.131,0.138
124,SMAPV3006,0.081,0.1
124,SMAPV3007,0.119,0.113
124,SMAPV3008,0.1,0.119
124,SMAPV3009,0.094,0.131
124,SMAPV3010,0.081,0.094
124,SMAPV3011,0.1,0.131
124,SMAPV3012,0.5,0.169
124,SMAPV3013,0.419,0.519
124,SMAPV3014,0.306,0.694
124,SMAPV3015,0.55,1.331
124,SMAPV3016,0.325,0.644
124,SMAPV3017,0.1,1.788
124,SMAPV3018,0.119,1.15
124,SMAPV3019,0.063,1.869
124,SMAPV3020,0.1,1.206
124,SMAPV3021,0.094,1.119
124,SMAPV3022,0.069,1.163
124,SMAPV3023,0.181,0.281
124,SMAPV3024,0.119,0.369
124,SMAPV3025,0.113,0.356
124,SMAPV3026,0.069,0.519
124,SMAPV3027,0.106,0.513
124,SMAPV3028,0.069,0.513
124,SMAPV3029,0.106,0.563
124,SMAPV3030,0.056,0.463
124,SMAPV3031,0.119,1.031
124,SMAPV3032,0.519,1.006
124,SMAPV3033,0.556,1.019
124,SMAPV3034,0.213,0.9
124,SMAPV3035,0.944,0.994
124,SMAPV3036,1.463,1.7
124,SMAPV3037,0.856,0.663
124,SMAPV3038,0.469,0.681
124,SMAPV3039,0.306,0.6
124,SMAPV3040,0.194,0.513
124,SMAPV3041,0.219,0.131
124,SMAPV3042,0.138,0.163
124,SMAPV3043,0.163,0.144
124,SMAPV3044,0.125,0.125
124,SMAPV3045,0.138,0.15
124,SMAPV3046,0.125,0.175
124,SMAPV3047,0.131,0.225
124,SMAPV3048,0.156,0.15
125,SMAPV3001,0.156,0.144
125,SMAPV3002,0.188,0.156
125,SMAPV3003,0.138,0.144
125,SMAPV3004,0.131,0.163
125,SMAPV3005,0.15,0.144
125,SMAPV3006,0.138,0.138
125,SMAPV3007,0.144,0.169
125,SMAPV3008,0.131,0.156
125,SMAPV3009,0.156,0.131
125,SMAPV3010,0.113,0.156
125,SMAPV3011,0.169,0.15
125,SMAPV3012,0.481,0.138
125,SMAPV3013,0.319,0.156
125,SMAPV3014,0.475,0.569
125,SMAPV3015,0.431,0.288
125,SMAPV3016,0.344,0.088
125,SMAPV3017,0.15,0.6
125,SMAPV3018,0.056,0.625
125,SMAPV3019,0.106,0.638
125,SMAPV3020,0.088,0.606
125,SMAPV3021,0.081,0.638
125,SMAPV3022,0.088,0.688
125,SMAPV3023,0.088,0.206
125,SMAPV3024,0.106,0.325
125,SMAPV3025,0.056,0.388
125,SMAPV3026,0.113,0.375
125,SMAPV3027,0.063,0.369
125,SMAPV3028,0.119,0.375
125,SMAPV3029,0.05,0.363
125,SMAPV3030,0.119,0.344
125,SMAPV3031,0.119,0.931
125,SMAPV3032,0.238,0.969
125,SMAPV3033,0.131,1.1
125,SMAPV3034,0.181,1.469
125,SMAPV3035,0.119,1.144
125,SMAPV3036,0.1,1.719
125,SMAPV3037,0.144,1.175
125,SMAPV3038,0.669,0.463
125,SMAPV3039,0.594,0.669
125,SMAPV3040,0.475,0.563
125,SMAPV3041,0.35,0.431
125,SMAPV3042,0.263,0.225
125,SMAPV3043,0.294,0.156
125,SMAPV3044,0.419,0.144
125,SMAPV3045,0.3,0.144
125,SMAPV3046,0.3,0.138
125,SMAPV3047,0.256,0.138
125,SMAPV3048,0.05,0.144
126,SMAPV3001,0.131,0.119
126,SMAPV3002,0.119,0.138
126,SMAPV3003,0.125,0.144
126,SMAPV3004,0.125,0.138
126,SMAPV3005,0.156,0.125
126,SMAPV3006,0.1,0.15
126,SMAPV3007,0.219,0.138
126,SMAPV3008,0.175,0.125
126,SMAPV3009,0.138,0.15
126,SMAPV3010,0.15,0.138
126,SMAPV3011,0.263,0.125
126,SMAPV3012,0.463,0.144
126,SMAPV3013,0.269,0.144
126,SMAPV3014,0.475,0.175
126,SMAPV3015,0.419,0.669
126,SMAPV3016,0.3,1.106
126,SMAPV3017,0.206,1.238
126,SMAPV3018,0.119,1.525
126,SMAPV3019,0.05,0.806
126,SMAPV3020,0.144,0.638
126,SMAPV3021,0.156,0.625
126,SMAPV3022,0.25,0.625
126,SMAPV3023,0.219,0.075
126,SMAPV3024,0.206,0.144
126,SMAPV3025,0.213,0.144
126,SMAPV3026,0.35,0.138
126,SMAPV3027,0.163,0.163
126,SMAPV3028,0.113,0.194
126,SMAPV3029,0.156,0.181
126,SMAPV3030,0.081,0.188
126,SMAPV3031,0.094,0.881
126,SMAPV3032,0.238,1.106
126,SMAPV3033,0.288,1.131
126,SMAPV3034,0.219,0.913
126,SMAPV3035,0.6,1.931
126,SMAPV3036,1.388,1.675
126,SMAPV3037,1.15,0.863
126,SMAPV3038,0.694,0.694
126,SMAPV3039,0.488,0.75
126,SMAPV3040,0.481,0.95
126,SMAPV3041,0.325,0.7
126,SMAPV3042,0.263,0.631
126,SMAPV3043,0.244,0.625
126,SMAPV3044,0.25,0.163
126,SMAPV3045,0.294,0.156
126,SMAPV3046,0.094,0.144
126,SMAPV3047,0.144,0.15
126,SMAPV3048,0.113,0.15
127,SMAPV3001,0.144,0.131
127,SMAPV3002,0.113,0.131
127,SMAPV3003,0.15,0.119
127,SMAPV3004,0.125,0.131
127,SMAPV3005,0.125,0.106
127,SMAPV3006,0.169,0.131
127,SMAPV3007,0.163,0.138
127,SMAPV3008,0.163,0.119
127,SMAPV3009,0.163,0.138
127,SMAPV3010,0.1,0.144
127,SMAPV3011,0.15,0.119
127,SMAPV3012,0.306,0.131
127,SMAPV3013,0.4,0.131
127,SMAPV3014,0.444,0.338
127,SMAPV3015,0.4,0.469
127,SMAPV3016,0.3,0.063
127,SMAPV3017,0.519,0.6
127,SMAPV3018,0.1,0.625
127,SMAPV3019,0.169,0.663
127,SMAPV3020,0.219,0.688
127,SMAPV3021,0.206,0.65
127,SMAPV3022,0.513,0.625
127,SMAPV3023,0.406,0.081
127,SMAPV3024,0.275,0.069
127,SMAPV3025,0.244,0.05
127,SMAPV3026,0.294,0.044
127,SMAPV3027,0.481,0.075
127,SMAPV3028,0.113,0.244
127,SMAPV3029,0.156,0.681
127,SMAPV3030,0.106,0.569
127,SMAPV3031,0.163,1.006
127,SMAPV3032,0.131,0.638
127,SMAPV3033,0.138,0.669
127,SMAPV3034,0.281,0.938
127,SMAPV3035,0.375,1.106
127,SMAPV3036,0.363,1.138
127,SMAPV3037,0.419,0.594
127,SMAPV3038,0.506,0.556
127,SMAPV3039,0.513,0.631
127,SMAPV3040,0.431,0.6
127,SMAPV3041,0.513,0.581
127,SMAPV3042,0.281,0.619
127,SMAPV3043,0.306,0.569
127,SMAPV3044,0.269,0.506
127,SMAPV3045,0.263,0.494
127,SMAPV3046,0.269,0.425
127,SMAPV3047,0.219,0.681
127,SMAPV3048,0.288,0.2
128,SMAPV3001,0.156,0.688
128,SMAPV3002,0.119,0.075
128,SMAPV3003,0.081,0.069
128,SMAPV3004,0.125,0.069
128,SMAPV3005,0.081,0.1
128,SMAPV3006,0.119,0.081
128,SMAPV3007,0.119,0.1
128,SMAPV3008,0.119,0.075
128,SMAPV3009,0.088,0.194
128,SMAPV3010,0.113,0.125
128,SMAPV3011,0.15,0.119
128,SMAPV3012,0.081,0.1
128,SMAPV3013,0.131,0.131
128,SMAPV3014,0.45,0.1
128,SMAPV3015,0.394,0.1
128,SMAPV3016,0.219,0.531
128,SMAPV3017,0.238,1.013
128,SMAPV3018,0.463,0.981
128,SMAPV3019,0.206,1.144
128,SMAPV3020,0.413,0.681
128,SMAPV3021,0.275,0.65
128,SMAPV3022,0.413,0.688
128,SMAPV3023,0.206,0.05
128,SMAPV3024,0.25,0.081
128,SMAPV3025,0.238,0.038
128,SMAPV3026,0.95,0.081
128,SMAPV3027,0.181,0.038
128,SMAPV3028,0.119,0.081
128,SMAPV3029,0.138,0.044
128,SMAPV3030,0.163,0.169
128,SMAPV3031,0.194,1.019
128,SMAPV3032,0.188,1.063
128,SMAPV3033,0.381,1.1
128,SMAPV3034,0.344,1.119
128,SMAPV3035,0.344,1.2
128,SMAPV3036,0.681,1.294
128,SMAPV3037,0.644,0.956
128,SMAPV3038,0.606,0.613
128,SMAPV3039,0.713,0.581
128,SMAPV3040,0.55,0.706
128,SMAPV3041,0.556,0.656
128,SMAPV3042,0.5,0.581
128,SMAPV3043,0.538,0.569
128,SMAPV3044,0.488,0.2
128,SMAPV3045,0.394,0.131
128,SMAPV3046,0.394,0.15
128,SMAPV3047,0.263,0.113
128,SMAPV3048,0.275,0.113
129,SMAPV3001,0.213,0.144
129,SMAPV3002,0.263,0.119
129,SMAPV3003,0.169,0.231
129,SMAPV3004,0.225,0.131
129,SMAPV3005,0.188,0.163
129,SMAPV3006,0.169,0.156
129,SMAPV3007,0.075,0.15
129,SMAPV3008,0.1,0.031
129,SMAPV3009,0.106,0.038
129,SMAPV3010,0.069,0.038
129,SMAPV3011,0.113,0.031
129,SMAPV3012,0.169,0.044
129,SMAPV3013,0.369,0.025
129,SMAPV3014,0.219,0.15
129,SMAPV3015,0.5,0.838
129,SMAPV3016,0.325,0.569
129,SMAPV3017,0.55,1.344
129,SMAPV3018,0.338,1.094
129,SMAPV3019,0.419,1.113
129,SMAPV3020,0.331,1.313
129,SMAPV3021,0.244,1.513
129,SMAPV3022,0.569,0.7
129,SMAPV3023,0.406,0.144
129,SMAPV3024,0.225,0.106
129,SMAPV3025,0.231,0.1
129,SMAPV3026,0.138,0.069
129,SMAPV3027,0.306,0.069
129,SMAPV3028,0.294,0.038
129,SMAPV3029,0.238,0.081
129,SMAPV3030,0.131,0.044
129,SMAPV3031,0.131,0.931
129,SMAPV3032,0.188,0.994
129,SMAPV3033,0.1,0.769
129,SMAPV3034,0.275,1.125
129,SMAPV3035,0.319,1.113
129,SMAPV3036,0.425,1.019
129,SMAPV3037,0.55,0.675
129,SMAPV3038,1.15,0.638
129,SMAPV3039,0.663,0.613
129,SMAPV3040,0.481,1.575
129,SMAPV3041,0.869,0.688
129,SMAPV3042,0.363,0.675
129,SMAPV3043,0.388,0.606
129,SMAPV3044,0.325,0.163
129,SMAPV3045,0.219,0.138
129,SMAPV3046,0.15,0.15
129,SMAPV3047,0.144,0.138
129,SMAPV3048,0.163,0.15
130,SMAPV3001,0.194,0.119
130,SMAPV3002,0.163,0.131
130,SMAPV3003,0.156,0.156
130,SMAPV3004,0.194,0.213
130,SMAPV3005,0.156,0.144
130,SMAPV3006,0.156,0.138
130,SMAPV3007,0.163,0.144
130,SMAPV3008,0.181,0.144
130,SMAPV3009,0.156,0.156
130,SMAPV3010,0.163,0.138
130,SMAPV3011,0.175,0.15
130,SMAPV3012,0.169,0.113
130,SMAPV3013,0.35,0.244
130,SMAPV3014,0.4,0.4
130,SMAPV3015,0.7,0.281
130,SMAPV3016,0.625,0.081
130,SMAPV3017,0.425,0.625
130,SMAPV3018,0.119,0.613
130,SMAPV3019,0.138,0.638
130,SMAPV3020,0.256,0.631
130,SMAPV3021,0.119,0.606
130,SMAPV3022,0.144,0.625
130,SMAPV3023,0.188,0.081
130,SMAPV3024,0.219,0.056
130,SMAPV3025,0.256,0.038
130,SMAPV3026,0.256,0.138
130,SMAPV3027,0.144,0.113
130,SMAPV3028,0.138,0.081
130,SMAPV3029,0.05,0.069
130,SMAPV3030,0.138,0.075
130,SMAPV3031,0.144,0.625
130,SMAPV3032,0.163,0.631
130,SMAPV3033,0.244,0.6
130,SMAPV3034,0.263,0.631
130,SMAPV3035,0.544,0.775
130,SMAPV3036,0.794,1.088
130,SMAPV3037,1.025,1.55
130,SMAPV3038,0.619,0.681
130,SMAPV3039,0.563,0.638
130,SMAPV3040,0.463,0.875
130,SMAPV3041,0.438,0.656
130,SMAPV3042,0.356,0.838
130,SMAPV3043,0.369,0.669
130,SMAPV3044,0.288,0.656
130,SMAPV3045,0.269,0.419
130,SMAPV3046,0.25,0.175
130,SMAPV3047,0.144,0.119
130,SMAPV3048,0.181,0.144
131,SMAPV3001,0.131,0.138
131,SMAPV3002,0.15,0.106
131,SMAPV3003,0.175,0.144
131,SMAPV3004,0.144,0.106
131,SMAPV3005,0.163,0.113
131,SMAPV3006,0.094,0.138
131,SMAPV3007,0.175,0.119
131,SMAPV3008,0.163,0.1
131,SMAPV3009,0.144,0.144
131,SMAPV3010,0.181,0.131
131,SMAPV3011,0.15,0.1
131,SMAPV3012,0.094,0.125
131,SMAPV3013,0.3,0.288
131,SMAPV3014,0.313,0.381
131,SMAPV3015,0.744,0.294
131,SMAPV3016,0.4,0.05
131,SMAPV3017,0.075,0.625
131,SMAPV3018,0.131,0.625
131,SMAPV3019,0.056,0.619
131,SMAPV3020,0.113,0.613
131,SMAPV3021,0.094,0.638
131,SMAPV3022,0.075,0.706
131,SMAPV3023,0.106,0.094
131,SMAPV3024,0.069,0.069
131,SMAPV3025,0.125,0.069
131,SMAPV3026,0.05,0.069
131,SMAPV3027,0.119,0.069
131,SMAPV3028,0.081,0.063
131,SMAPV3029,0.088,0.038
131,SMAPV3030,0.088,0.075
131,SMAPV3031,0.081,0.613
131,SMAPV3032,0.375,0.631
131,SMAPV3033,0.256,0.613
131,SMAPV3034,0.313,0.644
131,SMAPV3035,0.6,0.844
131,SMAPV3036,0.975,1.113
131,SMAPV3037,1.356,0.713
131,SMAPV3038,0.469,0.55
131,SMAPV3039,0.469,0.775
131,SMAPV3040,0.513,0.775
131,SMAPV3041,0.431,0.588
131,SMAPV3042,0.356,0.631
131,SMAPV3043,0.413,0.725
131,SMAPV3044,0.363,0.525
131,SMAPV3045,0.306,0.225
131,SMAPV3046,0.25,0.175
131,SMAPV3047,0.194,0.181
131,SMAPV3048,0.156,0.181
132,SMAPV3001,0.194,0.194
132,SMAPV3002,0.156,0.156
132,SMAPV3003,0.175,0.163
132,SMAPV3004,0.188,0.163
132,SMAPV3005,0.138,0.169
132,SMAPV3006,0.206,0.156
132,SMAPV3007,0.15,0.194
132,SMAPV3008,0.2,0.175
132,SMAPV3009,0.144,0.156
132,SMAPV3010,0.2,0.169
132,SMAPV3011,0.15,0.2
132,SMAPV3012,0.25,0.163
132,SMAPV3013,0.513,0.456
132,SMAPV3014,0.413,1.131
132,SMAPV3015,0.656,0.531
132,SMAPV3016,0.306,1.25
132,SMAPV3017,0.15,0.813
132,SMAPV3018,0.044,0.781
132,SMAPV3019,0.106,0.738
132,SMAPV3020,0.075,0.731
132,SMAPV3021,0.075,0.738
132,SMAPV3022,0.1,0.719
132,SMAPV3023,0.069,0.113
132,SMAPV3024,0.1,0.038
132,SMAPV3025,0.138,0.05
132,SMAPV3026,0.35,0.069
132,SMAPV3027,0.169,0.05
132,SMAPV3028,0.219,0.063
132,SMAPV3029,0.175,0.056
132,SMAPV3030,0.15,0.213
132,SMAPV3031,0.2,0.919
132,SMAPV3032,0.394,0.769
132,SMAPV3033,0.325,0.631
132,SMAPV3034,0.463,0.919
132,SMAPV3035,0.494,1.138
132,SMAPV3036,0.8,1.088
132,SMAPV3037,1.369,1.663
132,SMAPV3038,0.906,0.794
132,SMAPV3039,0.775,0.719
132,SMAPV3040,0.656,1.05
132,SMAPV3041,0.319,1.05
132,SMAPV3042,0.306,0.8
132,SMAPV3043,0.356,0.788
132,SMAPV3044,0.256,0.688
132,SMAPV3045,0.281,0.894
132,SMAPV3046,0.225,0.219
132,SMAPV3047,0.144,0.806
132,SMAPV3048,0.119,0.219
133,SMAPV3001,0.156,0.15
133,SMAPV3002,0.1,0.138
133,SMAPV3003,0.169,0.156
133,SMAPV3004,0.119,0.169
133,SMAPV3005,0.175,0.138
133,SMAPV3006,0.156,0.144
133,SMAPV3007,0.131,0.156
133,SMAPV3008,0.156,0.169
133,SMAPV3009,0.138,0.131
133,SMAPV3010,0.156,0.169
133,SMAPV3011,0.113,0.225
133,SMAPV3012,0.175,0.213
133,SMAPV3013,0.244,0.163
133,SMAPV3014,0.331,0.175
133,SMAPV3015,0.744,0.3
133,SMAPV3016,0.419,1.038
133,SMAPV3017,0.319,1.213
133,SMAPV3018,0.113,0.988
133,SMAPV3019,0.088,0.831
133,SMAPV3020,0.15,0.619
133,SMAPV3021,0.175,0.638
133,SMAPV3022,0.275,0.631
133,SMAPV3023,0.219,0.056
133,SMAPV3024,0.244,0.056
133,SMAPV3025,0.356,0.069
133,SMAPV3026,0.219,0.05
133,SMAPV3027,0.188,0.063
133,SMAPV3028,0.194,0.056
133,SMAPV3029,0.181,0.063
133,SMAPV3030,0.138,0.063
133,SMAPV3031,0.244,0.638
133,SMAPV3032,0.188,0.713
133,SMAPV3033,0.288,0.65
133,SMAPV3034,0.363,0.656
133,SMAPV3035,0.406,0.631
133,SMAPV3036,1.375,0.619
133,SMAPV3037,1.15,0.075
133,SMAPV3038,0.531,0.056
133,SMAPV3039,0.313,0.063
133,SMAPV3040,0.494,0.05
133,SMAPV3041,0.294,0.063
133,SMAPV3042,0.238,0.056
133,SMAPV3043,0.35,0.063
133,SMAPV3044,0.344,0.056
133,SMAPV3045,0.294,0.05
133,SMAPV3046,0.181,0.069
133,SMAPV3047,0.206,0.044
133,SMAPV3048,0.194,0.063
134,SMAPV3001,0.156,0.063
134,SMAPV3002,0.131,0.038
134,SMAPV3003,0.181,0.075
134,SMAPV3004,0.131,0.05
134,SMAPV3005,0.181,0.05
134,SMAPV3006,0.131,0.075
134,SMAPV3007,0.181,0.038
134,SMAPV3008,0.125,0.056
134,SMAPV3009,0.194,0.069
134,SMAPV3010,0.113,0.038
134,SMAPV3011,0.169,0.063
134,SMAPV3012,0.363,0.056
134,SMAPV3013,0.363,0.156
134,SMAPV3014,0.331,0.081
134,SMAPV3015,0.588,0.081
134,SMAPV3016,0.4,0.044
134,SMAPV3017,0.244,0.631
134,SMAPV3018,0.056,0.625
134,SMAPV3019,0.125,0.631
134,SMAPV3020,0.05,0.631
134,SMAPV3021,0.125,0.613
134,SMAPV3022,0.144,0.625
134,SMAPV3023,0.256,0.056
134,SMAPV3024,0.194,0.044
134,SMAPV3025,0.569,0.069
134,SMAPV3026,0.638,0.038
134,SMAPV3027,0.288,0.056
134,SMAPV3028,0.206,0.063
134,SMAPV3029,0.2,0.044
134,SMAPV3030,0.069,0.069
134,SMAPV3031,0.138,0.625
134,SMAPV3032,0.125,0.625
134,SMAPV3033,0.275,0.631
134,SMAPV3034,0.475,0.613
134,SMAPV3035,0.525,0.625
134,SMAPV3036,0.469,0.613
134,SMAPV3037,0.35,0.05
134,SMAPV3038,0.25,0.063
134,SMAPV3039,0.188,0.044
134,SMAPV3040,0.35,0.056
134,SMAPV3041,0.231,0.094
134,SMAPV3042,0.294,0.125
134,SMAPV3043,0.181,0.088
134,SMAPV3044,0.419,0.063
134,SMAPV3045,0.375,0.05
134,SMAPV3046,0.394,0.056
134,SMAPV3047,0.188,0.063
134,SMAPV3048,0.25,0.038
135,SMAPV3001,0.225,0.063
135,SMAPV3002,0.288,0.05
135,SMAPV3003,0.2,0.05
135,SMAPV3004,0.275,0.056
135,SMAPV3005,0.181,0.044
135,SMAPV3006,0.156,0.063
135,SMAPV3007,0.119,0.05
135,SMAPV3008,0.163,0.044
135,SMAPV3009,0.094,0.069
135,SMAPV3010,0.156,0.044
135,SMAPV3011,0.106,0.056
135,SMAPV3012,0.163,0.05
135,SMAPV3013,0.369,0.05
135,SMAPV3014,0.294,0.056
135,SMAPV3015,0.4,0.05
135,SMAPV3016,0.5,0.05
135,SMAPV3017,0.281,0.625
135,SMAPV3018,0.256,0.594
135,SMAPV3019,0.188,0.619
135,SMAPV3020,0.394,0.613
135,SMAPV3021,0.288,0.613
135,SMAPV3022,0.2,0.688
135,SMAPV3023,0.156,0.113
135,SMAPV3024,0.263,0.081
135,SMAPV3025,0.119,0.063
135,SMAPV3026,1.025,0.05
135,SMAPV3027,0.181,0.069
135,SMAPV3028,0.163,0.05
135,SMAPV3029,0.075,0.063
135,SMAPV3030,0.131,0.063
135,SMAPV3031,0.056,0.625
135,SMAPV3032,0.113,0.625
135,SMAPV3033,0.063,0.631
135,SMAPV3034,0.119,0.631
135,SMAPV3035,0.05,0.631
135,SMAPV3036,1.131,0.625
135,SMAPV3037,0.444,0.05
135,SMAPV3038,0.681,0.075
135,SMAPV3039,0.738,0.038
135,SMAPV3040,0.338,0.063
135,SMAPV3041,0.425,0.056
135,SMAPV3042,0.381,0.044
135,SMAPV3043,0.481,0.063
135,SMAPV3044,0.25,0.056
135,SMAPV3045,0.281,0.044
135,SMAPV3046,0.3,0.063
135,SMAPV3047,0.531,0.05
135,SMAPV3048,0.656,0.05
136,SMAPV3001,0.419,0.15
136,SMAPV3002,0.438,0.081
136,SMAPV3003,0.425,0.075
136,SMAPV3004,0.388,0.044
136,SMAPV3005,0.313,0.063
136,SMAPV3006,0.25,0.044
136,SMAPV3007,0.331,0.063
136,SMAPV3008,0.256,0.044
136,SMAPV3009,0.325,0.05
136,SMAPV3010,0.244,0.063
136,SMAPV3011,0.2,0.044
136,SMAPV3012,0.138,0.056
136,SMAPV3013,0.319,0.05
136,SMAPV3014,0.394,0.05
136,SMAPV3015,0.381,0.056
136,SMAPV3016,0.344,0.05
136,SMAPV3017,0.363,0.613
136,SMAPV3018,0.463,0.6
136,SMAPV3019,0.288,0.6
136,SMAPV3020,0.331,0.619
136,SMAPV3021,0.256,0.594
136,SMAPV3022,0.356,0.6
136,SMAPV3023,0.15,0.069
136,SMAPV3024,0.156,0.044
136,SMAPV3025,0.113,0.056
136,SMAPV3026,0.106,0.05
136,SMAPV3027,0.125,0.056
136,SMAPV3028,0.088,0.056
136,SMAPV3029,0.131,0.05
136,SMAPV3030,0.094,0.081
136,SMAPV3031,0.15,0.606
136,SMAPV3032,0.181,0.725
136,SMAPV3033,0.256,0.65
136,SMAPV3034,0.219,0.788
136,SMAPV3035,0.513,1.119
136,SMAPV3036,0.769,1.45
136,SMAPV3037,1.3,0.794
136,SMAPV3038,0.825,0.856
136,SMAPV3039,0.425,0.813
136,SMAPV3040,0.544,0.706
136,SMAPV3041,0.613,0.656
136,SMAPV3042,0.238,0.994
136,SMAPV3043,0.269,0.144
136,SMAPV3044,0.288,0.125
136,SMAPV3045,0.25,0.144
136,SMAPV3046,0.25,0.119
136,SMAPV3047,0.175,0.1
136,SMAPV3048,0.225,0.15
137,SMAPV3001,0.113,0.113
137,SMAPV3002,0.119,0.175
137,SMAPV3003,0.138,0.219
137,SMAPV3004,0.144,0.156
137,SMAPV3005,0.113,0.15
137,SMAPV3006,0.181,0.15
137,SMAPV3007,0.094,0.156
137,SMAPV3008,0.181,0.15
137,SMAPV3009,0.119,0.15
137,SMAPV3010,0.163,0.144
137,SMAPV3011,0.15,0.163
137,SMAPV3012,0.15,0.138
137,SMAPV3013,0.4,0.275
137,SMAPV3014,0.3,0.45
137,SMAPV3015,0.506,0.494
137,SMAPV3016,0.35,0.425
137,SMAPV3017,0.556,1
137,SMAPV3018,0.213,1.463
137,SMAPV3019,0.181,1.169
137,SMAPV3020,0.138,1.206
137,SMAPV3021,0.244,1.244
137,SMAPV3022,0.169,1.381
137,SMAPV3023,0.256,0.588
137,SMAPV3024,0.225,0.588
137,SMAPV3025,0.2,0.575
137,SMAPV3026,0.231,0.763
137,SMAPV3027,0.169,0.519
137,SMAPV3028,0.238,0.519
137,SMAPV3029,0.094,0.506
137,SMAPV3030,0.106,0.494
137,SMAPV3031,0.081,1.044
137,SMAPV3032,0.163,1.056
137,SMAPV3033,0.225,1.338
137,SMAPV3034,0.938,0.969
137,SMAPV3035,0.956,0.994
137,SMAPV3036,1.131,1.275
137,SMAPV3037,1.119,1.25
137,SMAPV3038,0.475,0.55
137,SMAPV3039,0.438,0.7
137,SMAPV3040,0.463,0.75
137,SMAPV3041,0.406,0.663
137,SMAPV3042,0.313,0.394
137,SMAPV3043,0.269,0.106
137,SMAPV3044,0.325,0.069
137,SMAPV3045,0.219,0.081
137,SMAPV3046,0.144,0.063
137,SMAPV3047,0.119,0.075
137,SMAPV3048,0.169,0.069
138,SMAPV3001,0.1,0.05
138,SMAPV3002,0.15,0.044
138,SMAPV3003,0.094,0.075
138,SMAPV3004,0.156,0.044
138,SMAPV3005,0.113,0.075
138,SMAPV3006,0.125,0.044
138,SMAPV3007,0.194,0.075
138,SMAPV3008,0.131,0.044
138,SMAPV3009,0.175,0.075
138,SMAPV3010,0.163,0.044
138,SMAPV3011,0.113,0.175
138,SMAPV3012,0.181,0.075
138,SMAPV3013,0.431,0.463
138,SMAPV3014,0.294,0.606
138,SMAPV3015,0.55,0.313
138,SMAPV3016,0.419,0.075
138,SMAPV3017,0.194,0.631
138,SMAPV3018,0.119,0.606
138,SMAPV3019,0.063,0.631
138,SMAPV3020,0.1,0.594
138,SMAPV3021,0.088,0.638
138,SMAPV3022,0.075,0.588
138,SMAPV3023,0.188,0.081
138,SMAPV3024,0.25,0.044
138,SMAPV3025,0.238,0.075
138,SMAPV3026,0.188,0.05
138,SMAPV3027,0.275,0.069
138,SMAPV3028,0.194,0.038
138,SMAPV3029,0.263,0.075
138,SMAPV3030,0.106,0.05
138,SMAPV3031,0.213,0.65
138,SMAPV3032,0.219,0.613
138,SMAPV3033,0.244,0.638
138,SMAPV3034,0.231,0.619
138,SMAPV3035,0.525,1.106
138,SMAPV3036,0.963,1.25
138,SMAPV3037,0.994,0.825
138,SMAPV3038,0.613,0.569
138,SMAPV3039,0.45,0.613
138,SMAPV3040,0.475,1.219
138,SMAPV3041,0.363,1.069
138,SMAPV3042,0.294,0.525
138,SMAPV3043,0.269,0.788
138,SMAPV3044,0.338,0.269
138,SMAPV3045,0.25,0.731
138,SMAPV3046,0.275,0.1
138,SMAPV3047,0.169,0.125
138,SMAPV3048,0.15,0.081
139,SMAPV3001,0.131,0.131
139,SMAPV3002,0.131,0.113
139,SMAPV3003,0.138,0.1
139,SMAPV3004,0.15,0.125
139,SMAPV3005,0.113,0.1
139,SMAPV3006,0.15,0.113
139,SMAPV3007,0.138,0.1
139,SMAPV3008,0.131,0.125
139,SMAPV3009,0.144,0.213
139,SMAPV3010,0.15,0.125
139,SMAPV3011,0.131,0.131
139,SMAPV3012,0.163,0.1
139,SMAPV3013,0.363,0.206
139,SMAPV3014,0.331,0.55
139,SMAPV3015,0.381,0.194
139,SMAPV3016,0.319,0.081
139,SMAPV3017,0.213,0.613
139,SMAPV3018,0.175,0.638
139,SMAPV3019,0.063,0.6
139,SMAPV3020,0.344,0.656
139,SMAPV3021,0.156,0.638
139,SMAPV3022,0.094,0.619
139,SMAPV3023,0.138,0.05
139,SMAPV3024,0.113,0.075
139,SMAPV3025,0.144,0.069
